latitude,longitude,lat_min,lat_max,lon_min,lon_max,result,focused
-0.00040438395369279376,34.73313060933872,-0.0008087679073564021,0.0,34.732631719565354,34.73362949911212,2,0
-0.00040438395369194613,34.73412838675098,-0.0008087679073564021,0.0,34.733629496977585,34.73462727652441,2,0
-0.00040438395369279376,34.73512616416323,-0.0008087679073564021,0.0,34.734627274389815,34.735625053936694,2,0
-0.00040438395369251127,34.736123941575485,-0.0008087679073564021,0.0,34.73562505180204,34.736622831348974,2,0
-0.00040438395369194613,34.73712171898775,-0.0008087679073564021,0.0,34.73662282921426,34.73762060876126,2,0
-0.0004043839536922287,34.7381194964,-0.0008087679073564021,0.0,34.737620606626486,34.73861838617354,2,0
-0.0004043839536925112,34.73911727381225,-0.0008087679073564021,0.0,34.73861838403871,34.739616163585836,2,0
-0.00040438395369251127,34.74011505122452,-0.0008087679073564021,0.0,34.73961616145094,34.740613940998124,2,0
-0.0004043839536925112,34.74111282863677,-0.0008087679073564021,0.0,34.74061393886316,34.74161171841041,2,0
-0.0004043839536922286,34.74211060604903,-0.0008087679073564021,0.0,34.74161171627539,34.74260949582269,2,0
-0.00040438395369251127,34.74310838346128,-0.0008087679073564021,0.0,34.74260949368761,34.74360727323498,2,0
-0.0004043839536925112,34.74410616087354,-0.0008087679073564021,0.0,34.74360727109983,34.744605050647266,2,0
-0.0004043839536925112,34.745103938285794,-0.0008087679073564021,0.0,34.744605048512064,34.74560282805956,2,0
-0.0004043839536925111,34.746101715698046,-0.0008087679073564021,0.0,34.745602825924294,34.74660060547184,2,0
-0.00040438395369194613,34.74709949311032,-0.0008087679073564021,0.0,34.74660060333652,34.74759838288413,2,0
-0.0004043839536927937,34.748097270522564,-0.0008087679073564021,0.0,34.74759838074874,34.748596160296415,2,0
-0.00040438395369251127,34.749095047934816,-0.0008087679073564021,0.0,34.748596158160964,34.7495939377087,2,0
-0.00040438395369251127,34.750092825347075,-0.0008087679073564021,0.0,34.74959393557319,34.75059171512099,2,0
-0.0004043839536922287,34.751090602759334,-0.0008087679073564021,0.0,34.75059171298541,34.75158949253328,2,0
-0.00040438395369251127,34.75208838017159,-0.0008087679073564021,0.0,34.75158949039765,34.752587269945565,2,0
-0.0004043839536927937,34.753086157583844,-0.0008087679073564021,0.0,34.752587267809865,34.75358504735785,2,0
-0.00040438395369194613,34.754083934996096,-0.0008087679073564021,0.0,34.75358504522209,34.75458282477014,2,0
-0.0004043839536922287,34.75508171240835,-0.0008087679073564021,0.0,34.75458282263432,34.75558060218242,2,0
-0.00040438395369251127,34.75607948982061,-0.0008087679073564021,0.0,34.75558060004654,34.75657837959471,2,0
-0.00040438395369194613,34.757077267232866,-0.0008087679073564021,0.0,34.756578377458766,34.757576157006994,2,0
-0.0004043839536925111,34.758075044645125,-0.0008087679073564021,0.0,34.757576154870996,34.75857393441928,2,0
-0.00040438395369279376,34.75907282205738,-0.0008087679073564021,0.0,34.75857393228322,34.75957171183157,2,0
-0.0004043839536925111,34.760070599469636,-0.0008087679073564021,0.0,34.75957170969544,34.760569489243856,2,0
-0.00040438395369194613,34.761068376881894,-0.0008087679073564021,0.0,34.76056948710767,34.761567266656144,2,0
-0.0004043839536927937,34.76206615429414,-0.0008087679073564021,0.0,34.7615672645199,34.762565044068424,2,0
-0.001213151861108123,34.73313061360771,-0.0016175358147745484,-0.0008087679073564021,34.732631721699825,34.733629505515715,2,0
-0.001213151861108123,34.73412839102011,-0.0016175358147745484,-0.0008087679073564021,34.73362949911212,34.73462728292819,2,0
-0.001213151861108123,34.73512616843249,-0.0016175358147745484,-0.0008087679073564021,34.73462727652441,34.73562506034065,2,0
-0.0012131518611078404,34.73612394584486,-0.0016175358147745484,-0.0008087679073564021,34.735625053936694,34.73662283775312,2,0
-0.001213151861108123,34.73712172325724,-0.0016175358147745484,-0.0008087679073564021,34.736622831348974,34.73762061516559,2,0
-0.001213151861108688,34.73811950066961,-0.0016175358147745484,-0.0008087679073564021,34.73762060876126,34.73861839257806,2,0
-0.001213151861108123,34.73911727808199,-0.0016175358147745484,-0.0008087679073564021,34.73861838617354,34.73961616999054,2,0
-0.001213151861108123,34.74011505549438,-0.0016175358147745484,-0.0008087679073564021,34.739616163585836,34.740613947403006,2,0
-0.0012131518611078404,34.74111283290675,-0.0016175358147745484,-0.0008087679073564021,34.740613940998124,34.74161172481548,2,0
-0.0012131518611084057,34.74211061031913,-0.0016175358147745484,-0.0008087679073564021,34.74161171841041,34.74260950222795,2,0
-0.0012131518611078404,34.74310838773151,-0.0016175358147745484,-0.0008087679073564021,34.74260949582269,34.743607279640415,2,0
-0.0012131518611078404,34.74410616514389,-0.0016175358147745484,-0.0008087679073564021,34.74360727323498,34.74460505705289,2,0
-0.001213151861108123,34.74510394255627,-0.0016175358147745484,-0.0008087679073564021,34.744605050647266,34.74560283446536,2,0
-0.0012131518611084057,34.74610171996864,-0.0016175358147745484,-0.0008087679073564021,34.74560282805956,34.74660061187783,2,0
-0.001213151861108123,34.74709949738103,-0.0016175358147745484,-0.0008087679073564021,34.74660060547184,34.7475983892903,2,0
-0.0012131518611078404,34.7480972747934,-0.0016175358147745484,-0.0008087679073564021,34.74759838288413,34.748596166702775,2,0
-0.0012131518611084057,34.749095052205774,-0.0016175358147745484,-0.0008087679073564021,34.748596160296415,34.74959394411524,2,0
-0.0012131518611078404,34.75009282961815,-0.0016175358147745484,-0.0008087679073564021,34.7495939377087,34.750591721527705,2,0
-0.001213151861108123,34.75109060703054,-0.0016175358147745484,-0.0008087679073564021,34.75059171512099,34.751589498940184,2,0
-0.001213151861108123,34.75208838444292,-0.0016175358147745484,-0.0008087679073564021,34.75158949253328,34.752587276352656,2,0
-0.001213151861108123,34.75308616185529,-0.0016175358147745484,-0.0008087679073564021,34.752587269945565,34.75358505376512,2,0
-0.001213151861108123,34.75408393926767,-0.0016175358147745484,-0.0008087679073564021,34.75358504735785,34.75458283117759,2,0
-0.0012131518611084055,34.75508171668005,-0.0016175358147745484,-0.0008087679073564021,34.75458282477014,34.755580608590066,2,0
-0.0012131518611084057,34.756079494092425,-0.0016175358147745484,-0.0008087679073564021,34.75558060218242,34.75657838600254,2,0
-0.001213151861108123,34.757077271504805,-0.0016175358147745484,-0.0008087679073564021,34.75657837959471,34.75757616341501,2,0
-0.0012131518611078404,34.75807504891719,-0.0016175358147745484,-0.0008087679073564021,34.757576157006994,34.758573940827475,2,0
-0.0012131518611078404,34.759072826329565,-0.0016175358147745484,-0.0008087679073564021,34.75857393441928,34.75957171823995,2,0
-0.0012131518611084057,34.760070603741944,-0.0016175358147745484,-0.0008087679073564021,34.75957171183157,34.76056949565242,2,0
-0.001213151861108123,34.761068381154324,-0.0016175358147745484,-0.0008087679073564021,34.760569489243856,34.76156727306489,2,0
-0.0012131518611078404,34.7620661585667,-0.0016175358147745484,-0.0008087679073564021,34.761567266656144,34.762565050477356,2,0
-0.002021919768616351,34.73313062214573,-0.002426303722316183,-0.0016175358147745484,34.732631728103236,34.73362951618837,2,0
-0.0020219197686163516,34.73412839955835,-0.002426303722316183,-0.0016175358147745484,34.733629505515715,34.73462729360115,2,0
-0.002021919768616351,34.73512617697098,-0.002426303722316183,-0.0016175358147745484,34.73462728292819,34.73562507101392,2,0
-0.0020219197686166344,34.736123954383594,-0.002426303722316183,-0.0016175358147745484,34.73562506034065,34.7366228484267,2,0
-0.002021919768616634,34.73712173179622,-0.002426303722316183,-0.0016175358147745484,34.73662283775312,34.737620625839476,2,0
-0.0020219197686160693,34.73811950920884,-0.002426303722316183,-0.0016175358147745484,34.73762061516559,34.738618403252254,2,0
-0.002021919768616351,34.739117286621465,-0.002426303722316183,-0.0016175358147745484,34.73861839257806,34.73961618066503,2,0
